PH,Brand.Code,Carb.Volume,Fill.Ounces,PC.Volume,Carb.Pressure,Carb.Temp,PSC,PSC.Fill,PSC.CO2,Mnf.Flow,Carb.Pressure1,Fill.Pressure,Hyd.Pressure2,Hyd.Pressure3,Hyd.Pressure4,Filler.Level,Filler.Speed,Temperature,Usage.cont,Carb.Flow,Density,MFR,Balling,Pressure.Vacuum,Oxygen.Filler,Bowl.Setpoint,Pressure.Setpoint,Air.Pressurer,Alch.Rel,Carb.Rel,Balling.Lvl
8.44,-0.429678314,0.027825513,0.519102874,0.081372194,-0.028241473,0.014629468,0.312835308,0.551208072,-0.852567838,-1.042988461,-0.714753584,0.696406367,-1.282929263,-1.284349773,-0.437461561,-0.664534629,0.481342827,0.210325534,0.13409832,0.717443227,-0.67500418,0.52050863,-0.805951231,1.782657264,0.294561076,-0.699513994,1.161529058,3.553886083,-0.820915663,-1.257985989,-0.632091479
8.4,-0.429678314,-0.552384826,0.173609918,0.245595145,0.028739554,0.311567915,-0.706912972,-0.131074254,1.020492262,-1.042988461,-0.972723786,0.696406367,-1.282929263,-1.284349773,-0.112545283,-0.68937161,0.493517566,0.056569562,-0.168061246,0.701903248,-0.605951824,0.488893591,-0.752186282,1.782657264,3.480452009,-0.699513994,1.161529058,3.085928496,-0.820915663,0.035451457,-0.632091479
8.42,-0.429678314,-0.067524805,0.634363143,0.081372194,-0.315684149,-0.289211442,-0.095064004,1.233490398,-0.384302813,-1.042988461,-1.578769789,0.755685909,-1.282929263,-1.284349773,0.497744551,-0.664534629,0.489457297,1.67425088,0.141271474,0.659826039,-0.817835855,0.639679142,-0.913481129,1.782657264,1.144131992,-0.699513994,1.161529058,3.242552046,-0.872356182,-0.419955186,-0.655076298
8.42,-0.429678314,0.771831185,0.519102874,-3.538719705,0.754655402,0.409050589,-1.522711596,1.233490398,-0.852567838,-1.042988461,0.391320044,0.696406367,-1.282929263,-1.284349773,0.044763621,-0.62709288,0.485399051,-0.255172013,0.88430592,0.626713891,-0.745608404,0.421940578,-0.85971618,1.782657264,0.931739263,-0.699513994,1.161529058,3.398536752,-0.820915663,-0.419955186,-0.655076298
8.4,-0.429678314,0.122644632,1.095883971,-0.944412974,-0.431864292,-0.547844651,-0.910862628,-0.131074254,-0.384302813,-1.042988461,-1.318322376,0.696406367,-1.282929263,-1.284349773,-0.273237434,-0.676965538,0.481342827,-0.098590571,0.069838953,0.708560751,-0.67500418,0.453409092,-0.805951231,1.782657264,0.294561076,-0.699513994,1.161529058,3.708603484,-0.769947796,-0.257911595,-0.678061118
8.44,-0.429678314,0.216936491,1.326932236,-1.123128528,-0.666332713,-0.918496925,0.312835308,-0.813356579,-0.852567838,-1.042988461,-0.843608177,0.696406367,-1.282929263,-1.284349773,0.497744551,-0.6395983,0.493517566,0.362694239,-0.946310264,0.655405629,-0.67500418,0.516552979,-0.805951231,1.782657264,0.719346534,-0.699513994,1.161529058,3.398536752,-0.820915663,-0.257911595,-0.678061118
8.36,-0.429678314,0.403953998,1.558172401,-0.944412974,-0.20019556,-0.6001766,0.924684275,0.210066909,0.083962212,-1.042988461,-1.231745517,0.636722349,-1.282929263,-1.284349773,0.349781359,-0.652078883,0.489457297,-0.098590571,-0.015002948,0.688599456,-0.67500418,0.465227561,-0.805951231,1.782657264,1.144131992,-0.699513994,1.161529058,3.085928496,-0.820915663,-0.419955186,-0.678061118
8.36,-0.429678314,0.027825513,1.326932236,-1.123128528,0.754655402,0.791701513,-0.29901366,-1.325068324,0.552227237,-1.042988461,-1.578769789,0.755685909,-1.282929263,-1.284349773,0.044763621,-0.664534629,0.481342827,-0.098590571,0.621779774,0.675310651,-0.67500418,0.453409092,-0.85971618,1.782657264,0.719346534,-0.699513994,1.161529058,2.770750862,-0.820915663,-0.419955186,-0.678061118
8.4,-0.429678314,-0.651007138,1.095883971,-1.488445839,0.422988765,0.697115777,-0.706912972,1.915772723,4.298347438,-1.042988461,-0.287099966,0.81456531,-1.282929263,-1.284349773,-0.112545283,-0.024994786,0.489457297,-0.098590571,-0.678438308,0.710780748,-0.67500418,0.445535499,-0.805951231,1.782657264,0.719346534,-0.02758607,1.161529058,2.928662607,-0.820915663,-0.419955186,-0.678061118
8.38,-0.429678314,-0.067524805,1.211384116,-2.256154678,0.142202016,0.163947982,0.108885652,-1.325068324,0.083962212,-1.042988461,-0.628994623,0.696406367,-1.282929263,-1.284349773,0.349781359,-0.065864038,0.481342827,-0.098590571,-1.639438296,0.69303239,-0.605951824,0.631704274,-0.752186282,1.782657264,0.294561076,-0.02758607,1.161529058,3.398536752,-0.769947796,-0.419955186,-0.632091479
8.44,-0.429678314,0.027825513,0.865027607,-2.66279879,0.028739554,0.014629468,0.516784963,1.233490398,2.425287337,-1.042988461,-0.972723786,0.755685909,-1.282929263,-1.284349773,-0.112545283,-0.024994786,0.481342827,-0.098590571,-0.87895438,0.717443227,-0.605951824,0.50864491,-0.752186282,1.782657264,0.294561076,-0.02758607,1.161529058,2.452975618,-0.769947796,-0.419955186,-0.632091479
8.36,-0.429678314,0.027825513,0.40389058,0.728407371,0.367155559,0.457515632,0,0.721778653,-0.852567838,-1.042988461,-0.45782012,0.636722349,-1.282929263,-1.284349773,0.044763621,-0.011322028,0.485399051,1.104302494,-0.418224582,0.704122,-0.67500418,0.402307772,-0.85971618,2.133538586,0.294561076,-0.02758607,1.161529058,2.612189721,-0.820915663,-0.58381608,-0.632091479
8.4,-0.429678314,-0.163410297,0.173609918,-0.768118862,0.198685391,0.360401668,1.536533243,0.551208072,0.083962212,-1.042988461,-0.244490427,-1.669040122,-1.282929263,-1.284349773,1.712069251,0.689068418,-3.328146257,0.811641896,-2.184142837,-1.046296975,-0.817835855,-0.067452051,-0.913481129,2.133538586,0.719346534,0.708334989,1.161529058,4.321221909,-0.820915663,-0.257911595,-0.632091479
8.38,-0.429678314,0.027825513,0.40389058,-1.304416612,-0.844062436,-0.918496925,0.516784963,1.233490398,-0.852567838,-1.042988461,-1.405018324,0.755685909,-1.282929263,-1.284349773,0.044763621,0.748875869,0.489457297,0.362694239,0.278823932,0.719664881,-0.745608404,-0.098691052,-0.85971618,2.133538586,0.294561076,0.708334989,1.161529058,3.398536752,-0.820915663,-0.257911595,-0.655076298
8.36,-0.429678314,-0.356802892,0.980431801,-0.594110129,2.078635902,2.380188413,-0.095064004,-0.983927161,-0.852567838,-1.042988461,-1.188501567,-0.649192907,-1.282929263,-1.284349773,-0.112545283,0.659313715,0.485399051,0.513692315,-1.006845173,0.460416658,-0.817835855,0.484946559,-0.913481129,2.484419908,0.719346534,0.708334989,-0.778348529,2.452975618,-0.820915663,-0.097658533,-0.701045937
8.28,0.591859212,-0.950250032,-1.318536813,-3.088741071,-0.725395242,-0.187150691,-0.706912972,-0.813356579,-0.384302813,-1.042988461,-0.671859738,-0.649192907,-1.282929263,-1.284349773,-0.273237434,0.62965836,0.489457297,0.958625454,-2.156792487,0.449563458,-0.605951824,0.277295631,-0.752186282,2.484419908,0.294561076,0.708334989,-0.778348529,2.770750862,-0.473749083,-0.419955186,-0.517167381
8.26,0.591859212,-0.259834976,-0.860278294,0.408127612,-1.757984561,-2.094104687,0.516784963,0.039496328,0.552227237,-1.042988461,-0.843608177,-2.222438724,-1.282929263,-1.284349773,1.712069251,0.46832975,-3.329162589,0.958625454,-0.921910244,0.633328755,-0.817835855,-0.067452051,-0.913481129,2.484419908,0.082168348,0.708334989,-0.778348529,2.770750862,-0.473749083,-0.917099396,-0.678061118
8.28,0.591859212,-0.950250032,-0.171451263,0.56904251,0.311161218,0.885581483,1.332583587,-0.131074254,-0.852567838,-1.042988461,-1.318322376,-0.649192907,-1.282929263,-1.284349773,0.044763621,0.733886751,0.481342827,0.958625454,-1.521757369,0.419232757,-0.67500418,0.50864491,-0.805951231,2.484419908,0.719346534,0.708334989,-0.778348529,2.452975618,-0.473749083,-0.917099396,-0.678061118
8.4,1.423974187,0.862539486,2.2530443,-1.675405421,-0.373687259,-0.652712838,0.108885652,1.062919816,1.488757287,-1.042988461,-1.102102272,-0.649192907,-1.282929263,-1.284349773,-0.952969189,0.703983026,0.485399051,0.210325534,-1.339205746,0.527949018,1.285936199,0.477055728,1.280128794,2.133538586,2.206095636,0.708334989,-0.778348529,2.770750862,1.570410466,1.268228072,1.505496731
8.46,1.423974187,1.308697526,-0.056478844,-0.768118862,1.24176113,0.601816986,0.924684275,0.210066909,-0.852567838,-1.042988461,1.933968719,-1.072935486,-1.282929263,-1.284349773,-1.506696324,0.659313715,0.489457297,0.210325534,-0.250192034,0.32661629,1.323117174,0.552192623,1.333893743,2.133538586,1.56891745,0.708334989,-0.778348529,2.452975618,1.570410466,1.268228072,1.505496731
8.4,1.423974187,1.308697526,0.058541549,-0.768118862,1.080747544,0.114365193,0.108885652,1.233490398,0.552227237,-1.042988461,-0.671859738,-0.718499045,-1.282929263,-1.284349773,-1.900044877,0.600102352,0.485399051,0.210325534,-0.290898604,0.391145797,1.323117174,0.52050863,1.333893743,2.133538586,2.206095636,0.708334989,-0.778348529,2.293104962,1.570410466,1.268228072,1.505496731
8.42,1.423974187,1.131696669,1.789604467,-1.304416612,-0.028241473,-0.547844651,-0.29901366,1.233490398,1.020492262,-1.042988461,-1.535286795,-0.51211243,-1.282929263,-1.284349773,-2.10476719,0.453812534,0.485399051,0.362694239,0.994637603,0.458245145,1.285936199,0.52050863,1.280128794,2.133538586,1.56891745,0.708334989,-0.778348529,3.398536752,1.570410466,1.122962559,1.505496731
8.56,1.423974187,1.308697526,1.442528331,-0.252467696,1.454388198,1.025093846,-1.114812284,-1.325068324,0.083962212,-1.042988461,-0.45782012,-0.649192907,-1.282929263,-1.284349773,-1.31752427,0.824194014,0.485399051,0.811641896,0.775276635,0.358830839,1.285936199,0.481000605,1.280128794,2.133538586,1.781310178,0.708334989,-0.778348529,3.242552046,1.601091904,1.268228072,1.436542273
8.5,1.423974187,1.913284192,0.865027607,-0.768118862,0.972657985,-0.085873125,-0.910862628,-0.472215417,-1.320832863,-1.042988461,0.391320044,-2.722608563,-1.282929263,-1.284349773,0.924826331,0.71892247,-3.327127903,3.643178203,0.721250392,-2.027971235,1.053107052,-0.067452051,0.968292089,2.133538586,2.206095636,0.708334989,-0.778348529,3.398536752,1.570410466,1.122962559,1.436542273
8.5,1.423974187,1.483781414,0.058541549,-0.944412974,1.080747544,0.457515632,-0.706912972,-0.301644835,0.083962212,-1.042988461,-1.102102272,-0.310232702,-1.282929263,-1.284349773,-1.506696324,0.778928616,0.485399051,0.811641896,0.621779774,0.560774736,1.248309932,0.504692491,1.226363845,2.133538586,1.56891745,0.708334989,-0.778348529,2.612189721,1.601091904,1.268228072,1.436542273
8.6,-1.834484216,0.403953998,-0.001812677,-1.865508984,-0.431864292,-1.080490045,1.128633931,-0.301644835,4.298347438,-1.042988461,-0.45782012,-0.310232702,-1.282929263,-1.284349773,2.756356088,2.028477131,-3.328146257,0.362694239,-0.484274747,-2.027430505,1.09312996,-0.067452051,1.011304048,2.133538586,0.506953805,0.708334989,-0.778348529,2.612189721,1.601091904,1.268228072,1.436542273
8.4,-1.834484216,0.588908822,1.095883971,-0.594110129,1.924446807,1.743580192,0.108885652,-1.325068324,-0.852567838,-1.042988461,-1.927727413,-0.718499045,-1.282929263,-1.284349773,1.061929205,0.674178648,0.481342827,1.104302494,-0.371594097,0.410582668,0.929885152,0.473111928,0.796244252,2.133538586,0.082168348,0.708334989,-0.778348529,3.085928496,0.680485648,0.827697522,1.160724439
8.5,-1.834484216,0.680622194,2.601127914,-0.422263683,0.478661761,0.213342045,0.720734619,0.210066909,-0.384302813,-1.042988461,-1.058946786,-0.377034857,-1.282929263,-1.284349773,0.785160639,0.674178648,0.481342827,0.513692315,0.713558936,0.527949018,0.929885152,0.79202045,0.796244252,1.782657264,0.082168348,0.708334989,-0.778348529,2.612189721,0.680485648,0.060830283,1.091769981
8.5,-1.834484216,0.496687344,0.519102874,-0.594110129,0.422988765,0.213342045,0.108885652,0.039496328,-0.384302813,-1.042988461,-0.929656133,-0.444326195,-1.282929263,-1.284349773,1.586488194,0.703983026,0.485399051,1.813622432,-0.195544494,0.495220084,0.929885152,0.161098726,0.796244252,1.782657264,-0.34261711,0.708334989,-0.778348529,2.612189721,0.642336785,0.217580656,1.13773962
8.46,-1.834484216,0.680622194,0.288726261,-1.123128528,0.534175464,0.213342045,-0.095064004,-0.642785998,-0.384302813,-1.042988461,-1.535286795,-0.444326195,-1.282929263,-1.284349773,0.785160639,0.674178648,0.481342827,1.248688457,-1.500015303,0.523579553,0.929885152,0.418011862,0.796244252,1.782657264,0.294561076,0.708334989,-0.778348529,2.293104962,0.680485648,0.217580656,1.091769981
8.46,-1.834484216,-0.552384826,0.980431801,-0.594110129,0.809386117,1.254186263,0.108885652,0.551208072,-0.384302813,-1.042988461,-1.535286795,-0.649192907,-1.282929263,-1.284349773,0.044763621,0.585361604,0.485399051,0.056569562,0.561125257,0.567351435,0.801632417,0.176535622,0.634949405,2.133538586,2.630881094,0.708334989,-0.778348529,2.612189721,0.718317046,-0.257911595,1.045800342
8.56,1.423974187,1.742873131,0.634363143,-0.252467696,1.348365936,0.409050589,0.924684275,-0.472215417,-1.320832863,-1.042988461,-0.929656133,-0.580399367,-1.282929263,-1.284349773,-1.31752427,0.674178648,0.481342827,0.056569562,-0.358211297,0.61349555,1.285936199,0.516552979,1.280128794,2.133538586,0.082168348,0.708334989,-0.778348529,2.132574138,1.601091904,1.554136669,1.482511912
8.6,1.423974187,1.997804629,1.789604467,-0.944412974,1.612343147,0.601816986,0.312835308,3.280337375,0.552227237,-1.042988461,-1.971484944,-0.649192907,-1.282929263,-1.284349773,-1.31752427,0.824194014,0.485399051,0.210325534,-1.378533502,0.497398989,1.248309932,0.414084223,1.226363845,2.484419908,-0.130224381,0.708334989,-0.778348529,2.928662607,1.601091904,1.554136669,1.482511912
8.56,1.423974187,2.081872682,0.40389058,-0.944412974,0.142202016,-1.410297202,1.944432555,3.280337375,1.020492262,-1.042988461,-0.972723786,-0.649192907,-1.282929263,-1.284349773,-1.900044877,0.295762405,0.497579858,0.362694239,-0.909670364,0.404099733,1.323117174,1.027540858,1.333893743,1.782657264,0.719346534,0.708334989,-0.778348529,2.770750862,1.570410466,1.554136669,1.482511912
8.54,1.423974187,1.913284192,0.173609918,-0.944412974,1.401449487,-0.085873125,2.556281523,3.450907956,1.488757287,-1.042988461,-1.709400307,-0.51211243,-1.282929263,-1.284349773,-1.700782482,0.71892247,0.481342827,0.210325534,-1.288163056,0.488685971,1.359863274,0.488893591,1.387658692,1.782657264,-0.34261711,0.708334989,-0.778348529,2.928662607,1.570410466,1.694823207,1.505496731
8.66,1.423974187,2.165491574,1.095883971,-0.944412974,1.080747544,-0.136414526,-0.502963316,0.721778653,1.020492262,-1.042988461,-0.45782012,-0.377034857,-1.282929263,-1.284349773,-1.900044877,0.338568942,0.485399051,0.513692315,0.381713343,0.576126339,1.323117174,1.043917242,1.333893743,1.782657264,0.082168348,0.708334989,-0.778348529,2.928662607,1.601091904,1.834026237,1.436542273
8.6,1.423974187,1.742873131,-0.401252174,-0.594110129,-0.315684149,-1.920044891,0.924684275,2.256913886,1.488757287,-1.042988461,-0.159355492,-0.718499045,-1.282929263,-1.284349773,-1.31752427,0.62965836,0.481342827,1.104302494,0.396518148,0.395462006,1.053107052,0.532382047,0.957539099,1.782657264,-0.34261711,0.708334989,-0.778348529,3.398536752,1.691720768,1.411945468,1.160724439
8.66,1.423974187,1.308697526,0.40389058,0.245595145,0.699769861,0.014629468,-0.095064004,-0.983927161,-0.384302813,-1.042988461,-0.543350313,-0.649192907,-1.282929263,-1.284349773,-1.700782482,0.689068418,0.481342827,0.958625454,-0.872791248,0.508300001,1.09312996,0.55615797,1.011304048,1.782657264,-0.34261711,0.708334989,-0.778348529,2.612189721,1.691720768,1.268228072,1.160724439
8.58,1.423974187,1.308697526,0.173609918,-0.084620184,-0.315684149,-1.189555607,0.516784963,0.039496328,-0.852567838,-1.042988461,0.010579601,-0.580399367,-1.282929263,-1.284349773,-1.133023613,0.659313715,0.493517566,-0.413192178,0.659904806,0.628918425,1.323117174,0.560124395,1.333893743,1.782657264,1.144131992,0.708334989,-0.778348529,2.770750862,1.539489018,0.827697522,1.505496731
8.6,1.423974187,1.131696669,-0.056478844,-0.252467696,0.142202016,-0.187150691,-0.502963316,-0.983927161,1.020492262,-1.042988461,-0.543350313,-0.649192907,-1.282929263,-1.284349773,-2.10476719,0.793992245,0.481342827,-0.733619667,-1.30523709,0.547632877,1.359863274,0.449471757,1.387658692,1.782657264,0.719346534,0.708334989,-0.778348529,2.293104962,1.539489018,0.827697522,1.505496731
8.64,1.423974187,1.131696669,-0.401252174,-3.088741071,2.078635902,1.699899229,-1.31876194,-1.154497742,-0.384302813,-1.042988461,-0.800627735,-0.858673585,-1.282929263,-1.284349773,-1.506696324,0.689068418,0.493517566,-0.896063174,-1.184462969,0.285956492,1.248309932,0.469169206,1.226363845,1.782657264,5.816772027,0.708334989,-0.778348529,2.612189721,1.601091904,0.525966941,1.436542273
